person_id,date,Id,Prediction1
person_11,20.10.2017 16:17:56,281,4.0
person_11,27.10.2017 11:06:54,282,4.0
person_11,04.11.2017 10:31:57,283,3.0
person_11,11.11.2017 10:53:01,284,3.0
person_11,02.12.2017 10:24:11,285,2.0
person_13,02.06.2017 20:14:19,286,4.0
person_13,09.06.2017 10:13:25,287,1.0
person_13,16.06.2017 22:15:35,288,3.0
person_13,23.06.2017 22:26:28,289,3.0
person_13,30.06.2017 9:36:54,290,3.0
person_13,07.07.2017 9:35:31,291,3.0
person_13,14.07.2017 9:02:38,292,3.0
person_13,28.07.2017 16:59:31,293,4.0
person_13,04.08.2017 10:02:01,294,2.0
person_13,11.08.2017 10:08:42,295,3.0
person_13,18.08.2017 10:18:23,296,1.0
person_13,25.08.2017 8:39:02,297,3.0
person_13,01.09.2017 10:53:05,298,3.0
person_13,08.09.2017 18:10:02,299,4.0
person_13,15.09.2017 17:54:58,300,3.0
person_13,22.09.2017 18:06:30,301,4.0
person_13,29.09.2017 9:32:36,302,4.0
person_13,06.10.2017 17:36:43,303,4.0
person_13,13.10.2017 18:06:29,304,4.0
person_13,20.10.2017 19:35:26,305,5.0
person_13,27.10.2017 11:08:38,306,5.0
person_13,03.11.2017 9:55:13,307,5.0
person_13,17.11.2017 10:35:45,308,1.0
person_13,25.11.2017 0:04:46,309,4.0
person_13,01.12.2017 14:14:05,310,5.0
person_4,09.06.2017 15:04:22,311,3.0
person_4,16.06.2017 14:23:34,312,3.0
person_4,23.06.2017 15:48:35,313,4.0
person_4,30.06.2017 15:59:39,314,3.0
person_4,07.07.2017 10:20:12,315,3.0
person_4,14.07.2017 16:51:51,316,4.0
person_4,21.07.2017 14:56:32,317,3.0
person_4,28.07.2017 14:39:00,318,3.0
person_4,04.08.2017 15:16:27,319,3.0
person_4,11.08.2017 17:04:40,320,4.0
person_4,18.08.2017 16:36:35,321,3.0
person_4,25.08.2017 9:50:07,322,3.0
person_4,01.09.2017 16:17:45,323,3.0
person_4,08.09.2017 17:25:52,324,4.0
person_4,15.09.2017 12:13:46,325,3.0
person_4,22.09.2017 16:13:12,326,3.0
person_4,29.09.2017 17:03:29,327,3.0
person_4,06.10.2017 10:23:22,328,3.0
person_4,13.10.2017 17:51:13,329,3.0
person_4,20.10.2017 15:18:32,330,3.0
person_4,27.10.2017 15:17:32,331,3.0
person_4,03.11.2017 15:32:04,332,3.0
person_4,10.11.2017 19:31:18,333,3.0
person_4,17.11.2017 10:57:41,334,3.0
person_4,24.11.2017 10:13:16,335,3.0
person_4,01.12.2017 17:26:10,336,3.0
person_2,02.06.2017 15:56:41,1080,
person_2,09.06.2017 10:25:08,1081,
person_2,16.06.2017 15:06:24,1082,
person_2,23.06.2017 16:14:04,1083,
person_2,30.06.2017 15:15:58,1084,
person_2,07.07.2017 10:08:34,1085,
person_2,14.07.2017 16:56:59,1086,
person_2,21.07.2017 15:23:10,1087,
person_2,28.07.2017 15:02:49,1088,
person_2,04.08.2017 15:12:33,1089,
person_2,11.08.2017 15:03:21,1090,
person_2,18.08.2017 15:31:54,1091,
person_2,25.08.2017 8:51:27,1092,
person_2,01.09.2017 11:08:15,1093,
person_2,08.09.2017 15:07:07,1094,
person_2,15.09.2017 15:51:51,1095,
person_2,22.09.2017 15:34:50,1096,
person_2,29.09.2017 9:51:10,1097,
person_2,06.10.2017 16:42:06,1098,
person_2,13.10.2017 17:59:17,1099,
person_2,20.10.2017 18:04:34,1100,
person_2,27.10.2017 11:06:28,1101,
person_2,03.11.2017 9:17:14,1102,
person_2,10.11.2017 15:50:04,1103,
person_2,17.11.2017 16:58:41,1104,
person_2,24.11.2017 15:31:15,1105,
person_2,01.12.2017 14:04:21,1106,
person_12,02.06.2017 9:40:41,1158,
person_12,09.06.2017 7:46:13,1159,
person_12,16.06.2017 7:54:20,1160,
person_12,23.06.2017 7:56:53,1161,
person_12,30.06.2017 8:09:49,1162,
person_12,10.07.2017 7:32:11,1163,
person_12,14.07.2017 9:32:16,1164,
person_12,21.07.2017 7:54:24,1165,
person_12,28.07.2017 8:29:14,1166,
person_12,04.08.2017 8:19:09,1167,
person_12,11.08.2017 8:22:31,1168,
person_12,18.08.2017 8:11:47,1169,
person_12,25.08.2017 8:25:51,1170,
person_12,01.09.2017 11:34:30,1171,
person_12,08.09.2017 13:37:56,1172,
person_12,15.09.2017 11:47:58,1173,
person_12,22.09.2017 15:45:06,1174,
person_12,29.09.2017 14:53:50,1175,
person_12,06.10.2017 16:53:54,1176,
person_12,13.10.2017 11:23:32,1177,
person_12,20.10.2017 9:34:54,1178,
person_12,27.10.2017 19:24:57,1179,
person_12,10.11.2017 16:53:41,1180,
person_12,17.11.2017 20:47:03,1181,
person_12,24.11.2017 14:43:05,1182,
person_7,02.06.2017 16:51:14,1183,
person_7,09.06.2017 9:47:15,1184,
person_7,16.06.2017 6:54:13,1185,
person_7,23.06.2017 6:51:30,1186,
person_7,30.06.2017 4:50:07,1187,
person_7,07.07.2017 8:03:08,1188,
person_7,14.07.2017 5:23:35,1189,
person_7,21.07.2017 5:41:55,1190,
person_7,28.07.2017 6:00:17,1191,
person_7,04.08.2017 6:33:19,1192,
person_7,11.08.2017 8:16:58,1193,
person_7,18.08.2017 6:49:13,1194,
person_7,25.08.2017 5:18:05,1195,
person_7,01.09.2017 8:20:09,1196,
person_7,08.09.2017 6:11:04,1197,
person_7,15.09.2017 5:16:24,1198,
person_7,22.09.2017 6:10:05,1199,
person_7,29.09.2017 6:06:59,1200,
person_7,06.10.2017 5:08:40,1201,
person_7,13.10.2017 5:16:41,1202,
person_7,20.10.2017 5:34:11,1203,
person_7,27.10.2017 11:08:34,1204,
person_7,03.11.2017 16:10:31,1205,
person_7,10.11.2017 5:41:40,1206,
person_7,17.11.2017 13:46:13,1207,
person_7,24.11.2017 9:20:03,1208,
